onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.4719635	1	1	Delay	NonPred	3	2	6	0.4719635	stim_4_A.png	stim_8_A.png
10.5	2.3313309	2	1	Delay	NonPred	3	1	6	0.3313309	stim_4_A.png	stim_8_A.png
15	2.4961911	3	1	Delay	NonPred	4	2	8	0.4961911	stim_10_A.png	stim_2_A.png
19.5	2.4115957	4	1	Delay	NonPred	3	1	5	0.4115957	stim_4_A.png	stim_3_A.png
24	2.7413913	5	1	Delay	NonPred	3	1	6	0.7413913	stim_4_A.png	stim_8_A.png
46.5	2.5306814	6	2	Delay	Pred	1	2	2	0.5306814	stim_6_A.png	stim_5_A.png
51	2.5182518	7	2	Delay	Pred	2	1	3	0.5182518	stim_1_A.png	stim_11_A.png
55.5	2.2984885	8	2	Delay	Pred	2	2	4	0.2984885	stim_1_A.png	stim_7_A.png
60	2.3914376	9	2	Delay	Pred	2	2	4	0.3914376	stim_1_A.png	stim_7_A.png
64.5	2.3860556	10	2	Delay	Pred	2	1	4	0.3860556	stim_1_A.png	stim_7_A.png
87	2.6143283	11	3	Delay	NonPred	4	2	7	0.6143283	stim_10_A.png	stim_9_A.png
91.5	2.4440429	12	3	Delay	NonPred	3	1	6	0.4440429	stim_4_A.png	stim_8_A.png
96	2.3510794	13	3	Delay	NonPred	3	2	6	0.3510794	stim_4_A.png	stim_8_A.png
100.5	2.4183578	14	3	Delay	NonPred	3	1	5	0.4183578	stim_4_A.png	stim_3_A.png
105	2.966813	15	3	Delay	NonPred	4	2	8	0.966813	stim_10_A.png	stim_2_A.png
127.5	2.5392227	16	4	Delay	Pred	2	2	4	0.5392227	stim_1_A.png	stim_7_A.png
132	2.3198138	17	4	Delay	Pred	1	1	1	0.3198138	stim_6_A.png	stim_12_A.png
136.5	2.001640665	18	4	Delay	Pred	1	2	2	0.001640665	stim_6_A.png	stim_5_A.png
141	2.4704741	19	4	Delay	Pred	1	1	1	0.4704741	stim_6_A.png	stim_12_A.png
145.5	2.5236691	20	4	Delay	Pred	1	2	2	0.5236691	stim_6_A.png	stim_5_A.png
168	2.7035171	21	5	Delay	NonPred	4	2	8	0.7035171	stim_10_A.png	stim_2_A.png
172.5	2.4591391	22	5	Delay	NonPred	3	1	6	0.4591391	stim_4_A.png	stim_8_A.png
177	2.1102458	23	5	Delay	NonPred	4	2	8	0.1102458	stim_10_A.png	stim_2_A.png
181.5	2.3864238	24	5	Delay	NonPred	4	1	7	0.3864238	stim_10_A.png	stim_9_A.png
186	2.4237259	25	5	Delay	NonPred	4	2	8	0.4237259	stim_10_A.png	stim_2_A.png
208.5	2.756017	26	6	Delay	Pred	2	1	3	0.756017	stim_1_A.png	stim_11_A.png
213	2.5193425	27	6	Delay	Pred	2	2	4	0.5193425	stim_1_A.png	stim_7_A.png
217.5	2.4834502	28	6	Delay	Pred	1	2	2	0.4834502	stim_6_A.png	stim_5_A.png
222	2.495991	29	6	Delay	Pred	1	1	1	0.495991	stim_6_A.png	stim_12_A.png
226.5	2.3868943	30	6	Delay	Pred	2	1	3	0.3868943	stim_1_A.png	stim_11_A.png
249	2.5024094	31	7	Delay	NonPred	3	2	5	0.5024094	stim_4_A.png	stim_3_A.png
253.5	2.4437092	32	7	Delay	NonPred	4	1	7	0.4437092	stim_10_A.png	stim_9_A.png
258	2.4072596	33	7	Delay	NonPred	4	2	7	0.4072596	stim_10_A.png	stim_9_A.png
262.5	2.1240089	34	7	Delay	NonPred	4	2	7	0.1240089	stim_10_A.png	stim_9_A.png
267	2.5517535	35	7	Delay	NonPred	3	1	5	0.5517535	stim_4_A.png	stim_3_A.png
289.5	2.4915346	36	8	Delay	Pred	1	2	2	0.4915346	stim_6_A.png	stim_5_A.png
294	2.4228527	37	8	Delay	Pred	1	1	1	0.4228527	stim_6_A.png	stim_12_A.png
298.5	2.4366816	38	8	Delay	Pred	2	2	4	0.4366816	stim_1_A.png	stim_7_A.png
303	2.6310568	39	8	Delay	Pred	2	1	3	0.6310568	stim_1_A.png	stim_11_A.png
307.5	2.5221819	40	8	Delay	Pred	1	2	2	0.5221819	stim_6_A.png	stim_5_A.png
