onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.6818324	1	1	Delay	NonPred	3	2	5	0.6818324
10.5	2.4784974	2	1	Delay	NonPred	4	1	7	0.4784974
15	2.001727566	3	1	Delay	NonPred	4	2	7	0.001727566
19.5	2.6205044	4	1	Delay	NonPred	4	1	7	0.6205044
24	2.2644833	5	1	Delay	NonPred	4	2	7	0.2644833
46.5	2.6527119	6	2	Delay	Pred	2	2	4	0.6527119
51	2.5134445	7	2	Delay	Pred	2	1	3	0.5134445
55.5	2.04653194	8	2	Delay	Pred	2	1	3	0.04653194
60	2.05084279	9	2	Delay	Pred	2	2	4	0.05084279
64.5	2.581128	10	2	Delay	Pred	1	1	1	0.581128
87	3.1218	11	3	Delay	NonPred	3	2	5	1.1218
91.5	2.4296946	12	3	Delay	NonPred	3	1	6	0.4296946
96	2.6895747	13	3	Delay	NonPred	3	2	5	0.6895747
100.5	2.6547197	14	3	Delay	NonPred	3	1	6	0.6547197
105	2.5209282	15	3	Delay	NonPred	3	2	5	0.5209282
127.5	3.028913	16	4	Delay	Pred	1	2	1	1.028913
132	2.8033434	17	4	Delay	Pred	2	2	4	0.8033434
136.5	2.6289162	18	4	Delay	Pred	2	1	3	0.6289162
141	2.3931027	19	4	Delay	Pred	1	1	1	0.3931027
145.5	2.4539606	20	4	Delay	Pred	1	2	2	0.4539606
168	3.17819	21	5	Delay	NonPred	4	2	8	1.17819
172.5	2.8306884	22	5	Delay	NonPred	3	2	6	0.8306884
177	2.8169784	23	5	Delay	NonPred	4	1	8	0.8169784
181.5	2.9652062	24	5	Delay	NonPred	4	2	7	0.9652062
186	2.6020795	25	5	Delay	NonPred	3	1	6	0.6020795
208.5	2.7589779	26	6	Delay	Pred	1	2	2	0.7589779
213	2.7231206	27	6	Delay	Pred	1	1	1	0.7231206
217.5	3.340702	28	6	Delay	Pred	1	2	2	1.340702
222	3.123304	29	6	Delay	Pred	1	1	1	1.123304
226.5	2.6227266	30	6	Delay	Pred	2	2	4	0.6227266
249	2.809818	31	7	Delay	NonPred	4	2	8	0.809818
253.5	2.9751087	32	7	Delay	NonPred	3	2	6	0.9751087
258	2.5140945	33	7	Delay	NonPred	4	1	8	0.5140945
262.5	2.6467369	34	7	Delay	NonPred	3	1	5	0.6467369
267	2.5624104	35	7	Delay	NonPred	4	2	7	0.5624104
289.5	2.7815881	36	8	Delay	Pred	1	2	2	0.7815881
294	2.8024893	37	8	Delay	Pred	1	1	1	0.8024893
298.5	2.7821277	38	8	Delay	Pred	2	2	4	0.7821277
303	2.6271147	39	8	Delay	Pred	2	1	3	0.6271147
307.5	2.9587967	40	8	Delay	Pred	2	1	3	0.9587967
