onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.5211497	1	1	Delay	Pred	2	2	4	0.5211497	stim_2_B.png	stim_4_B.png
10.5	2.6612698	2	1	Delay	Pred	1	1	1	0.6612698	stim_6_B.png	stim_5_B.png
15	2.3364295	3	1	Delay	Pred	2	2	4	0.3364295	stim_2_B.png	stim_4_B.png
19.5	2.3876271	4	1	Delay	Pred	2	1	3	0.3876271	stim_2_B.png	stim_3_B.png
24	2.4088017	5	1	Delay	Pred	1	2	2	0.4088017	stim_6_B.png	stim_10_B.png
46.5	2.492804	6	2	Delay	NonPred	4	1	8	0.492804	stim_11_B.png	stim_1_B.png
51	2.3758332	7	2	Delay	NonPred	4	2	8	0.3758332	stim_11_B.png	stim_1_B.png
55.5	2.3815137	8	2	Delay	NonPred	3	1	5	0.3815137	stim_12_B.png	stim_8_B.png
60	2.5124545	9	2	Delay	NonPred	3	2	5	0.5124545	stim_12_B.png	stim_8_B.png
64.5	2.3976794	10	2	Delay	NonPred	4	1	8	0.3976794	stim_11_B.png	stim_1_B.png
87	2.8888903	11	3	Delay	Pred	1	2	2	0.8888903	stim_6_B.png	stim_10_B.png
91.5	2.4855999	12	3	Delay	Pred	2	2	4	0.4855999	stim_2_B.png	stim_4_B.png
96	2.4173267	13	3	Delay	Pred	2	1	3	0.4173267	stim_2_B.png	stim_3_B.png
100.5	2.4679499	14	3	Delay	Pred	2	1	3	0.4679499	stim_2_B.png	stim_3_B.png
105	2.5118324	15	3	Delay	Pred	1	1	1	0.5118324	stim_6_B.png	stim_5_B.png
127.5	2.3401783	16	4	Delay	NonPred	4	1	7	0.3401783	stim_11_B.png	stim_9_B.png
132	2.5	17	4	Delay	NonPred	3	0	0	n/a	stim_12_B.png	n/a
136.5	2.307954	18	4	Delay	NonPred	3	2	6	0.307954	stim_12_B.png	stim_7_B.png
141	2.3938916	19	4	Delay	NonPred	3	2	6	0.3938916	stim_12_B.png	stim_7_B.png
145.5	2.3555673	20	4	Delay	NonPred	3	2	5	0.3555673	stim_12_B.png	stim_8_B.png
168	2.8725796	21	5	Delay	Pred	2	1	3	0.8725796	stim_2_B.png	stim_3_B.png
172.5	3.035386	22	5	Delay	Pred	1	1	1	1.035386	stim_6_B.png	stim_5_B.png
177	2.3922328	23	5	Delay	Pred	1	2	2	0.3922328	stim_6_B.png	stim_10_B.png
181.5	2.4453067	24	5	Delay	Pred	1	1	1	0.4453067	stim_6_B.png	stim_5_B.png
186	2.5123154	25	5	Delay	Pred	2	1	3	0.5123154	stim_2_B.png	stim_3_B.png
208.5	2.3402784	26	6	Delay	NonPred	3	2	6	0.3402784	stim_12_B.png	stim_7_B.png
213	2.5538642	27	6	Delay	NonPred	3	1	6	0.5538642	stim_12_B.png	stim_7_B.png
217.5	2.6772218	28	6	Delay	NonPred	4	1	7	0.6772218	stim_11_B.png	stim_9_B.png
222	2.2572564	29	6	Delay	NonPred	3	1	5	0.2572564	stim_12_B.png	stim_8_B.png
226.5	2.001824696	30	6	Delay	NonPred	4	1	7	0.001824696	stim_11_B.png	stim_9_B.png
249	2.512238	31	7	Delay	Pred	1	1	2	0.512238	stim_6_B.png	stim_10_B.png
253.5	3.124728	32	7	Delay	Pred	1	2	2	1.124728	stim_6_B.png	stim_10_B.png
258	2.7679529	33	7	Delay	Pred	1	2	2	0.7679529	stim_6_B.png	stim_10_B.png
262.5	3.16444	34	7	Delay	Pred	2	1	3	1.16444	stim_2_B.png	stim_3_B.png
267	2.4577717	35	7	Delay	Pred	2	1	3	0.4577717	stim_2_B.png	stim_3_B.png
289.5	2.7177475	36	8	Delay	NonPred	3	2	5	0.7177475	stim_12_B.png	stim_8_B.png
294	2.3455096	37	8	Delay	NonPred	4	1	8	0.3455096	stim_11_B.png	stim_1_B.png
298.5	2.001772498	38	8	Delay	NonPred	4	1	7	0.001772498	stim_11_B.png	stim_9_B.png
303	2.4580109	39	8	Delay	NonPred	4	1	8	0.4580109	stim_11_B.png	stim_1_B.png
307.5	3.133931	40	8	Delay	NonPred	4	1	7	1.133931	stim_11_B.png	stim_9_B.png
