onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.7484572	1	1	Delay	NonPred	4	2	7	0.7484572	stim_5_A.png	stim_10_A.png
10.5	2.2726212	2	1	Delay	NonPred	4	1	7	0.2726212	stim_5_A.png	stim_10_A.png
15	2.4048755	3	1	Delay	NonPred	4	2	8	0.4048755	stim_5_A.png	stim_7_A.png
19.5	2.001653079	4	1	Delay	NonPred	3	2	5	0.001653079	stim_1_A.png	stim_9_A.png
24	2.001778288	5	1	Delay	NonPred	4	1	7	0.001778288	stim_5_A.png	stim_10_A.png
46.5	2.00707269	6	2	Delay	Pred	2	2	4	0.00707269	stim_12_A.png	stim_6_A.png
51	2.001730811	7	2	Delay	Pred	1	2	2	0.001730811	stim_11_A.png	stim_2_A.png
55.5	2.4231974	8	2	Delay	Pred	2	1	4	0.4231974	stim_12_A.png	stim_6_A.png
60	2.6438406	9	2	Delay	Pred	2	1	3	0.6438406	stim_12_A.png	stim_8_A.png
64.5	2.3752178	10	2	Delay	Pred	1	2	2	0.3752178	stim_11_A.png	stim_2_A.png
87	2.06762345	11	3	Delay	NonPred	3	1	5	0.06762345	stim_1_A.png	stim_9_A.png
91.5	2.537077	12	3	Delay	NonPred	4	2	8	0.537077	stim_5_A.png	stim_7_A.png
96	2.8757761	13	3	Delay	NonPred	3	2	5	0.8757761	stim_1_A.png	stim_9_A.png
100.5	3.369121	14	3	Delay	NonPred	4	1	7	1.369121	stim_5_A.png	stim_10_A.png
105	2.004819397	15	3	Delay	NonPred	4	2	8	0.004819397	stim_5_A.png	stim_7_A.png
127.5	2.001649894	16	4	Delay	Pred	2	1	3	0.001649894	stim_12_A.png	stim_8_A.png
132	2.001775651	17	4	Delay	Pred	1	2	2	0.001775651	stim_11_A.png	stim_2_A.png
136.5	2.2715706	18	4	Delay	Pred	2	1	3	0.2715706	stim_12_A.png	stim_8_A.png
141	2.1487576	19	4	Delay	Pred	2	2	4	0.1487576	stim_12_A.png	stim_6_A.png
145.5	2.4404535	20	4	Delay	Pred	1	1	1	0.4404535	stim_11_A.png	stim_3_A.png
168	2.00173676	21	5	Delay	NonPred	4	2	8	0.00173676	stim_5_A.png	stim_7_A.png
172.5	2.001812511	22	5	Delay	NonPred	3	2	6	0.001812511	stim_1_A.png	stim_4_A.png
177	2.001772726	23	5	Delay	NonPred	4	1	8	0.001772726	stim_5_A.png	stim_7_A.png
181.5	2.3271918	24	5	Delay	NonPred	3	2	6	0.3271918	stim_1_A.png	stim_4_A.png
186	2.00182804	25	5	Delay	NonPred	4	1	7	0.00182804	stim_5_A.png	stim_10_A.png
208.5	2.001632969	26	6	Delay	Pred	2	2	4	0.001632969	stim_12_A.png	stim_6_A.png
213	2.001729668	27	6	Delay	Pred	1	1	1	0.001729668	stim_11_A.png	stim_3_A.png
217.5	2.3598524	28	6	Delay	Pred	1	2	2	0.3598524	stim_11_A.png	stim_2_A.png
222	2.001941142	29	6	Delay	Pred	1	1	1	0.001941142	stim_11_A.png	stim_3_A.png
226.5	2.1288156	30	6	Delay	Pred	2	2	4	0.1288156	stim_12_A.png	stim_6_A.png
249	2.1737511	31	7	Delay	NonPred	3	1	6	0.1737511	stim_1_A.png	stim_4_A.png
253.5	2.4719843	32	7	Delay	NonPred	3	2	6	0.4719843	stim_1_A.png	stim_4_A.png
258	2.001765871	33	7	Delay	NonPred	3	1	5	0.001765871	stim_1_A.png	stim_9_A.png
262.5	2.07267537	34	7	Delay	NonPred	3	2	5	0.07267537	stim_1_A.png	stim_9_A.png
267	2.3558974	35	7	Delay	NonPred	3	1	6	0.3558974	stim_1_A.png	stim_4_A.png
289.5	2.1992284	36	8	Delay	Pred	1	2	2	0.1992284	stim_11_A.png	stim_2_A.png
294	2.001675123	37	8	Delay	Pred	1	1	1	0.001675123	stim_11_A.png	stim_3_A.png
298.5	2.04097584	38	8	Delay	Pred	1	2	2	0.04097584	stim_11_A.png	stim_2_A.png
303	2.001744726	39	8	Delay	Pred	2	1	3	0.001744726	stim_12_A.png	stim_8_A.png
307.5	2.00175971	40	8	Delay	Pred	2	2	4	0.00175971	stim_12_A.png	stim_6_A.png
