onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	3.129693	1	1	Delay	Pred	2	2	4	1.129693	stim_1_A.png	stim_7_A.png
10.5	2.07735817	2	1	Delay	Pred	2	1	3	0.07735817	stim_1_A.png	stim_11_A.png
15	2.5933007	3	1	Delay	Pred	2	2	4	0.5933007	stim_1_A.png	stim_7_A.png
19.5	2.8539624	4	1	Delay	Pred	1	2	2	0.8539624	stim_6_A.png	stim_5_A.png
24	2.02566041	5	1	Delay	Pred	1	1	1	0.02566041	stim_6_A.png	stim_12_A.png
46.5	2.4533845	6	2	Delay	NonPred	4	1	8	0.4533845	stim_10_A.png	stim_2_A.png
51	2.4961049	7	2	Delay	NonPred	4	2	8	0.4961049	stim_10_A.png	stim_2_A.png
55.5	3.212539	8	2	Delay	NonPred	3	1	6	1.212539	stim_4_A.png	stim_8_A.png
60	2.8403963	9	2	Delay	NonPred	3	2	6	0.8403963	stim_4_A.png	stim_8_A.png
64.5	3.301901	10	2	Delay	NonPred	3	2	5	1.301901	stim_4_A.png	stim_3_A.png
87	2.07268622	11	3	Delay	Pred	1	1	2	0.07268622	stim_6_A.png	stim_5_A.png
91.5	2.5097956	12	3	Delay	Pred	1	1	1	0.5097956	stim_6_A.png	stim_12_A.png
96	3.265866	13	3	Delay	Pred	2	2	4	1.265866	stim_1_A.png	stim_7_A.png
100.5	2.6611605	14	3	Delay	Pred	2	1	3	0.6611605	stim_1_A.png	stim_11_A.png
105	2.1388314	15	3	Delay	Pred	2	2	4	0.1388314	stim_1_A.png	stim_7_A.png
127.5	2.0297497	16	4	Delay	NonPred	3	1	5	0.0297497	stim_4_A.png	stim_3_A.png
132	2.5371594	17	4	Delay	NonPred	4	2	7	0.5371594	stim_10_A.png	stim_9_A.png
136.5	2.6698964	18	4	Delay	NonPred	3	2	6	0.6698964	stim_4_A.png	stim_8_A.png
141	2.6403491	19	4	Delay	NonPred	4	1	7	0.6403491	stim_10_A.png	stim_9_A.png
145.5	2.5	20	4	Delay	NonPred	3	0	0	n/a	stim_4_A.png	n/a
168	2.001732485	21	5	Delay	Pred	2	2	4	0.001732485	stim_1_A.png	stim_7_A.png
172.5	2.7972429	22	5	Delay	Pred	1	1	1	0.7972429	stim_6_A.png	stim_12_A.png
177	2.001644535	23	5	Delay	Pred	2	2	4	0.001644535	stim_1_A.png	stim_7_A.png
181.5	2.8695713	24	5	Delay	Pred	2	1	3	0.8695713	stim_1_A.png	stim_11_A.png
186	2.6812707	25	5	Delay	Pred	2	2	4	0.6812707	stim_1_A.png	stim_7_A.png
208.5	3.49434	26	6	Delay	NonPred	4	1	7	1.49434	stim_10_A.png	stim_9_A.png
213	2.4490643	27	6	Delay	NonPred	3	2	6	0.4490643	stim_4_A.png	stim_8_A.png
217.5	2.4063067	28	6	Delay	NonPred	4	1	8	0.4063067	stim_10_A.png	stim_2_A.png
222	2.2736967	29	6	Delay	NonPred	4	2	8	0.2736967	stim_10_A.png	stim_2_A.png
226.5	2.3902088	30	6	Delay	NonPred	4	1	7	0.3902088	stim_10_A.png	stim_9_A.png
249	2.5	31	7	Delay	Pred	1	0	0	n/a	stim_6_A.png	n/a
253.5	3.485204	32	7	Delay	Pred	1	1	1	1.485204	stim_6_A.png	stim_12_A.png
258	2.4890617	33	7	Delay	Pred	1	2	2	0.4890617	stim_6_A.png	stim_5_A.png
262.5	2.001732034	34	7	Delay	Pred	1	1	1	0.001732034	stim_6_A.png	stim_12_A.png
267	2.4722765	35	7	Delay	Pred	1	2	2	0.4722765	stim_6_A.png	stim_5_A.png
289.5	2.5	36	8	Delay	NonPred	4	0	0	n/a	stim_10_A.png	n/a
294	2.02649306	37	8	Delay	NonPred	3	2	5	0.02649306	stim_4_A.png	stim_3_A.png
298.5	2.397901	38	8	Delay	NonPred	4	1	8	0.397901	stim_10_A.png	stim_2_A.png
303	2.6493147	39	8	Delay	NonPred	3	2	6	0.6493147	stim_4_A.png	stim_8_A.png
307.5	2.001788622	40	8	Delay	NonPred	3	1	5	0.001788622	stim_4_A.png	stim_3_A.png
