onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.3165078	1	1	Delay	Pred	1	2	2	0.3165078	stim_5_B.png	stim_3_B.png
10.5	2.3683633	2	1	Delay	Pred	1	1	1	0.3683633	stim_5_B.png	stim_1_B.png
15	2.292456	3	1	Delay	Pred	2	2	4	0.292456	stim_4_B.png	stim_11_B.png
19.5	2.2728496	4	1	Delay	Pred	1	1	1	0.2728496	stim_5_B.png	stim_1_B.png
24	2.3648109	5	1	Delay	Pred	2	2	4	0.3648109	stim_4_B.png	stim_11_B.png
46.5	2.3371151	6	2	Delay	NonPred	3	1	5	0.3371151	stim_10_B.png	stim_8_B.png
51	2.3805999	7	2	Delay	NonPred	3	2	5	0.3805999	stim_10_B.png	stim_8_B.png
55.5	2.4811672	8	2	Delay	NonPred	3	1	5	0.4811672	stim_10_B.png	stim_8_B.png
60	2.229011	9	2	Delay	NonPred	4	2	8	0.229011	stim_12_B.png	stim_2_B.png
64.5	2.2893775	10	2	Delay	NonPred	4	1	7	0.2893775	stim_12_B.png	stim_6_B.png
87	2.5655053	11	3	Delay	Pred	2	1	3	0.5655053	stim_4_B.png	stim_9_B.png
91.5	2.4174735	12	3	Delay	Pred	1	2	2	0.4174735	stim_5_B.png	stim_3_B.png
96	2.4053876	13	3	Delay	Pred	1	1	1	0.4053876	stim_5_B.png	stim_1_B.png
100.5	2.3295119	14	3	Delay	Pred	2	2	4	0.3295119	stim_4_B.png	stim_11_B.png
105	2.3420432	15	3	Delay	Pred	1	1	1	0.3420432	stim_5_B.png	stim_1_B.png
127.5	2.3304508	16	4	Delay	NonPred	4	2	8	0.3304508	stim_12_B.png	stim_2_B.png
132	2.6458996	17	4	Delay	NonPred	3	1	6	0.6458996	stim_10_B.png	stim_7_B.png
136.5	2.9700259	18	4	Delay	NonPred	4	2	7	0.9700259	stim_12_B.png	stim_6_B.png
141	2.303385	19	4	Delay	NonPred	4	1	7	0.303385	stim_12_B.png	stim_6_B.png
145.5	2.2581742	20	4	Delay	NonPred	4	2	8	0.2581742	stim_12_B.png	stim_2_B.png
168	2.7668041	21	5	Delay	Pred	1	1	1	0.7668041	stim_5_B.png	stim_1_B.png
172.5	2.5629756	22	5	Delay	Pred	2	2	4	0.5629756	stim_4_B.png	stim_11_B.png
177	2.2866589	23	5	Delay	Pred	2	1	3	0.2866589	stim_4_B.png	stim_9_B.png
181.5	2.2585692	24	5	Delay	Pred	2	2	4	0.2585692	stim_4_B.png	stim_11_B.png
186	2.000880057	25	5	Delay	Pred	1	1	2	0.000880057	stim_5_B.png	stim_3_B.png
208.5	2.299765	26	6	Delay	NonPred	3	2	5	0.299765	stim_10_B.png	stim_8_B.png
213	2.3668026	27	6	Delay	NonPred	3	1	6	0.3668026	stim_10_B.png	stim_7_B.png
217.5	2.315126	28	6	Delay	NonPred	4	2	8	0.315126	stim_12_B.png	stim_2_B.png
222	2.9110045	29	6	Delay	NonPred	4	1	8	0.9110045	stim_12_B.png	stim_2_B.png
226.5	2.4919021	30	6	Delay	NonPred	3	2	5	0.4919021	stim_10_B.png	stim_8_B.png
249	2.5198094	31	7	Delay	Pred	1	1	1	0.5198094	stim_5_B.png	stim_1_B.png
253.5	2.3564554	32	7	Delay	Pred	1	2	2	0.3564554	stim_5_B.png	stim_3_B.png
258	2.4158356	33	7	Delay	Pred	2	1	3	0.4158356	stim_4_B.png	stim_9_B.png
262.5	2.2921844	34	7	Delay	Pred	2	2	4	0.2921844	stim_4_B.png	stim_11_B.png
267	2.4396949	35	7	Delay	Pred	2	1	3	0.4396949	stim_4_B.png	stim_9_B.png
289.5	2.2926645	36	8	Delay	NonPred	3	2	6	0.2926645	stim_10_B.png	stim_7_B.png
294	2.53717	37	8	Delay	NonPred	4	1	7	0.53717	stim_12_B.png	stim_6_B.png
298.5	2.4444302	38	8	Delay	NonPred	3	2	6	0.4444302	stim_10_B.png	stim_7_B.png
303	2.6332906	39	8	Delay	NonPred	4	1	7	0.6332906	stim_12_B.png	stim_6_B.png
307.5	2.244821	40	8	Delay	NonPred	3	2	6	0.244821	stim_10_B.png	stim_7_B.png
