onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.4327017	1	1	NoDelay	NonPred	7	2	13	0.4327017	stim_1_B.png	stim_7_B.png
10.5	2.00025928	2	1	NoDelay	NonPred	8	1	16	0.00025928	stim_2_B.png	stim_10_B.png
15	2.00024446	3	1	NoDelay	NonPred	8	2	16	0.00024446	stim_2_B.png	stim_10_B.png
19.5	2.000245259	4	1	NoDelay	NonPred	8	1	15	0.000245259	stim_2_B.png	stim_6_B.png
24	2.1352854	5	1	NoDelay	NonPred	7	1	14	0.1352854	stim_1_B.png	stim_11_B.png
46.5	2.3565771	6	2	NoDelay	Pred	5	2	10	0.3565771	stim_8_B.png	stim_3_B.png
51	2.000254957	7	2	NoDelay	Pred	5	1	9	0.000254957	stim_8_B.png	stim_12_B.png
55.5	2.000263499	8	2	NoDelay	Pred	5	2	10	0.000263499	stim_8_B.png	stim_3_B.png
60	2.1294182	9	2	NoDelay	Pred	6	1	11	0.1294182	stim_5_B.png	stim_9_B.png
64.5	2.06162648	10	2	NoDelay	Pred	6	2	12	0.06162648	stim_5_B.png	stim_4_B.png
87	2.2415623	11	3	NoDelay	NonPred	8	1	16	0.2415623	stim_2_B.png	stim_10_B.png
91.5	2.2126576	12	3	NoDelay	NonPred	8	2	15	0.2126576	stim_2_B.png	stim_6_B.png
96	2.0732534	13	3	NoDelay	NonPred	7	2	14	0.0732534	stim_1_B.png	stim_11_B.png
100.5	2.06935602	14	3	NoDelay	NonPred	8	1	16	0.06935602	stim_2_B.png	stim_10_B.png
105	2.2651558	15	3	NoDelay	NonPred	7	2	14	0.2651558	stim_1_B.png	stim_11_B.png
127.5	2.2700251	16	4	NoDelay	Pred	6	1	12	0.2700251	stim_5_B.png	stim_4_B.png
132	2.02573242	17	4	NoDelay	Pred	5	2	10	0.02573242	stim_8_B.png	stim_3_B.png
136.5	2.2620708	18	4	NoDelay	Pred	6	1	11	0.2620708	stim_5_B.png	stim_9_B.png
141	2.2899445	19	4	NoDelay	Pred	5	2	10	0.2899445	stim_8_B.png	stim_3_B.png
145.5	2.5421488	20	4	NoDelay	Pred	6	1	11	0.5421488	stim_5_B.png	stim_9_B.png
168	2.3223889	21	5	NoDelay	NonPred	7	2	13	0.3223889	stim_1_B.png	stim_7_B.png
172.5	2.8779287	22	5	NoDelay	NonPred	7	2	13	0.8779287	stim_1_B.png	stim_7_B.png
177	2.7386679	23	5	NoDelay	NonPred	7	2	13	0.7386679	stim_1_B.png	stim_7_B.png
181.5	2.3904833	24	5	NoDelay	NonPred	8	1	15	0.3904833	stim_2_B.png	stim_6_B.png
186	2.2585075	25	5	NoDelay	NonPred	7	1	13	0.2585075	stim_1_B.png	stim_7_B.png
208.5	2.000226897	26	6	NoDelay	Pred	6	2	12	0.000226897	stim_5_B.png	stim_4_B.png
213	2.5	27	6	NoDelay	Pred	5	0	0	n/a	stim_8_B.png	n/a
217.5	2.2779078	28	6	NoDelay	Pred	5	1	9	0.2779078	stim_8_B.png	stim_12_B.png
222	2.0272378	29	6	NoDelay	Pred	5	1	9	0.0272378	stim_8_B.png	stim_12_B.png
226.5	2.3350169	30	6	NoDelay	Pred	5	1	9	0.3350169	stim_8_B.png	stim_12_B.png
249	2.5	31	7	NoDelay	NonPred	8	0	0	n/a	stim_2_B.png	n/a
253.5	2.2623719	32	7	NoDelay	NonPred	7	2	14	0.2623719	stim_1_B.png	stim_11_B.png
258	2.2594814	33	7	NoDelay	NonPred	8	2	16	0.2594814	stim_2_B.png	stim_10_B.png
262.5	2.2870731	34	7	NoDelay	NonPred	7	1	14	0.2870731	stim_1_B.png	stim_11_B.png
267	2.2597038	35	7	NoDelay	NonPred	8	2	15	0.2597038	stim_2_B.png	stim_6_B.png
289.5	2.303505	36	8	NoDelay	Pred	6	1	11	0.303505	stim_5_B.png	stim_9_B.png
294	2.8837986	37	8	NoDelay	Pred	5	2	10	0.8837986	stim_8_B.png	stim_3_B.png
298.5	2.5276066	38	8	NoDelay	Pred	6	1	11	0.5276066	stim_5_B.png	stim_9_B.png
303	2.5	39	8	NoDelay	Pred	6	0	0	n/a	stim_5_B.png	n/a
307.5	2.07922717	40	8	NoDelay	Pred	6	1	11	0.07922717	stim_5_B.png	stim_9_B.png
