onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.358857	1	1	Delay	NonPred	4	2	8	0.358857	stim_12_A.png	stim_10_A.png
10.5	2.2846405	2	1	Delay	NonPred	3	1	6	0.2846405	stim_9_A.png	stim_7_A.png
15	2.3183386	3	1	Delay	NonPred	3	1	5	0.3183386	stim_9_A.png	stim_5_A.png
19.5	2.340159	4	1	Delay	NonPred	3	2	6	0.340159	stim_9_A.png	stim_7_A.png
24	2.3290312	5	1	Delay	NonPred	4	1	7	0.3290312	stim_12_A.png	stim_6_A.png
46.5	2.001776247	6	2	Delay	Pred	2	2	3	0.001776247	stim_1_A.png	stim_11_A.png
51	2.3608378	7	2	Delay	Pred	1	2	2	0.3608378	stim_8_A.png	stim_4_A.png
55.5	2.5554676	8	2	Delay	Pred	2	1	3	0.5554676	stim_1_A.png	stim_11_A.png
60	2.4008069	9	2	Delay	Pred	1	1	1	0.4008069	stim_8_A.png	stim_2_A.png
64.5	2.2833436	10	2	Delay	Pred	2	1	3	0.2833436	stim_1_A.png	stim_11_A.png
87	2.4873346	11	3	Delay	NonPred	4	1	8	0.4873346	stim_12_A.png	stim_10_A.png
91.5	2.9964104	12	3	Delay	NonPred	3	2	6	0.9964104	stim_9_A.png	stim_7_A.png
96	2.391721	13	3	Delay	NonPred	4	1	7	0.391721	stim_12_A.png	stim_6_A.png
100.5	2.3629743	14	3	Delay	NonPred	3	2	5	0.3629743	stim_9_A.png	stim_5_A.png
105	2.4551983	15	3	Delay	NonPred	3	1	5	0.4551983	stim_9_A.png	stim_5_A.png
127.5	2.6109516	16	4	Delay	Pred	2	2	4	0.6109516	stim_1_A.png	stim_3_A.png
132	2.2404605	17	4	Delay	Pred	1	1	1	0.2404605	stim_8_A.png	stim_2_A.png
136.5	2.4122763	18	4	Delay	Pred	1	2	2	0.4122763	stim_8_A.png	stim_4_A.png
141	2.3134517	19	4	Delay	Pred	1	1	1	0.3134517	stim_8_A.png	stim_2_A.png
145.5	2.299001	20	4	Delay	Pred	2	2	4	0.299001	stim_1_A.png	stim_3_A.png
168	2.8488704	21	5	Delay	NonPred	3	2	5	0.8488704	stim_9_A.png	stim_5_A.png
172.5	2.4368641	22	5	Delay	NonPred	4	1	7	0.4368641	stim_12_A.png	stim_6_A.png
177	2.3601463	23	5	Delay	NonPred	3	1	6	0.3601463	stim_9_A.png	stim_7_A.png
181.5	2.4115467	24	5	Delay	NonPred	4	2	7	0.4115467	stim_12_A.png	stim_6_A.png
186	2.327911	25	5	Delay	NonPred	4	1	7	0.327911	stim_12_A.png	stim_6_A.png
208.5	2.3305289	26	6	Delay	Pred	1	2	2	0.3305289	stim_8_A.png	stim_4_A.png
213	2.3282365	27	6	Delay	Pred	1	1	1	0.3282365	stim_8_A.png	stim_2_A.png
217.5	2.2751434	28	6	Delay	Pred	1	2	2	0.2751434	stim_8_A.png	stim_4_A.png
222	2.2398136	29	6	Delay	Pred	2	2	4	0.2398136	stim_1_A.png	stim_3_A.png
226.5	2.4824832	30	6	Delay	Pred	2	1	3	0.4824832	stim_1_A.png	stim_11_A.png
249	2.5	31	7	Delay	NonPred	3	0	0	n/a	stim_9_A.png	n/a
253.5	2.2920445	32	7	Delay	NonPred	4	2	8	0.2920445	stim_12_A.png	stim_10_A.png
258	2.295831	33	7	Delay	NonPred	3	1	6	0.295831	stim_9_A.png	stim_7_A.png
262.5	2.33251	34	7	Delay	NonPred	4	2	8	0.33251	stim_12_A.png	stim_10_A.png
267	2.4241399	35	7	Delay	NonPred	4	1	8	0.4241399	stim_12_A.png	stim_10_A.png
289.5	2.3647805	36	8	Delay	Pred	2	1	3	0.3647805	stim_1_A.png	stim_11_A.png
294	2.5055839	37	8	Delay	Pred	2	2	4	0.5055839	stim_1_A.png	stim_3_A.png
298.5	2.2773541	38	8	Delay	Pred	2	1	3	0.2773541	stim_1_A.png	stim_11_A.png
303	2.2811329	39	8	Delay	Pred	1	2	2	0.2811329	stim_8_A.png	stim_4_A.png
307.5	2.4923632	40	8	Delay	Pred	1	1	1	0.4923632	stim_8_A.png	stim_2_A.png
