onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.5085755	1	1	Delay	Pred	2	2	4	0.5085755	stim_10_A.png	stim_6_A.png
10.5	2.4412193	2	1	Delay	Pred	1	1	1	0.4412193	stim_12_A.png	stim_8_A.png
15	2.2935754	3	1	Delay	Pred	1	2	2	0.2935754	stim_12_A.png	stim_5_A.png
19.5	2.3526231	4	1	Delay	Pred	1	1	1	0.3526231	stim_12_A.png	stim_8_A.png
24	2.3968728	5	1	Delay	Pred	1	2	2	0.3968728	stim_12_A.png	stim_5_A.png
46.5	2.3703187	6	2	Delay	NonPred	4	2	8	0.3703187	stim_1_A.png	stim_9_A.png
51	2.2768976	7	2	Delay	NonPred	4	1	8	0.2768976	stim_1_A.png	stim_9_A.png
55.5	2.272141	8	2	Delay	NonPred	4	2	7	0.272141	stim_1_A.png	stim_11_A.png
60	2.3498393	9	2	Delay	NonPred	3	1	5	0.3498393	stim_2_A.png	stim_7_A.png
64.5	2.2249406	10	2	Delay	NonPred	4	2	7	0.2249406	stim_1_A.png	stim_11_A.png
87	2.485758	11	3	Delay	Pred	2	1	4	0.485758	stim_10_A.png	stim_6_A.png
91.5	2.2818424	12	3	Delay	Pred	2	2	4	0.2818424	stim_10_A.png	stim_6_A.png
96	2.3017253	13	3	Delay	Pred	1	2	2	0.3017253	stim_12_A.png	stim_5_A.png
100.5	2.2648184	14	3	Delay	Pred	2	1	3	0.2648184	stim_10_A.png	stim_4_A.png
105	2.000265755	15	3	Delay	Pred	1	2	2	0.000265755	stim_12_A.png	stim_5_A.png
127.5	2.4267694	16	4	Delay	NonPred	4	2	8	0.4267694	stim_1_A.png	stim_9_A.png
132	2.4064472	17	4	Delay	NonPred	4	2	7	0.4064472	stim_1_A.png	stim_11_A.png
136.5	2.4912413	18	4	Delay	NonPred	3	2	5	0.4912413	stim_2_A.png	stim_7_A.png
141	2.3257949	19	4	Delay	NonPred	4	1	8	0.3257949	stim_1_A.png	stim_9_A.png
145.5	2.6425548	20	4	Delay	NonPred	3	2	5	0.6425548	stim_2_A.png	stim_7_A.png
168	2.3357849	21	5	Delay	Pred	2	2	4	0.3357849	stim_10_A.png	stim_6_A.png
172.5	3.330304	22	5	Delay	Pred	2	1	3	1.330304	stim_10_A.png	stim_4_A.png
177	2.3358704	23	5	Delay	Pred	2	2	4	0.3358704	stim_10_A.png	stim_6_A.png
181.5	2.2753805	24	5	Delay	Pred	1	1	1	0.2753805	stim_12_A.png	stim_8_A.png
186	2.3199255	25	5	Delay	Pred	2	2	4	0.3199255	stim_10_A.png	stim_6_A.png
208.5	2.5	26	6	Delay	NonPred	3	0	0	n/a	stim_2_A.png	n/a
213	2.3515113	27	6	Delay	NonPred	4	2	7	0.3515113	stim_1_A.png	stim_11_A.png
217.5	2.4516162	28	6	Delay	NonPred	3	2	6	0.4516162	stim_2_A.png	stim_3_A.png
222	2.3200777	29	6	Delay	NonPred	4	1	8	0.3200777	stim_1_A.png	stim_9_A.png
226.5	2.4352388	30	6	Delay	NonPred	4	1	7	0.4352388	stim_1_A.png	stim_11_A.png
249	2.3289523	31	7	Delay	Pred	2	2	4	0.3289523	stim_10_A.png	stim_6_A.png
253.5	2.7401093	32	7	Delay	Pred	1	1	1	0.7401093	stim_12_A.png	stim_8_A.png
258	2.2873526	33	7	Delay	Pred	2	2	4	0.2873526	stim_10_A.png	stim_6_A.png
262.5	2.4353628	34	7	Delay	Pred	1	1	1	0.4353628	stim_12_A.png	stim_8_A.png
267	2.2728106	35	7	Delay	Pred	1	2	2	0.2728106	stim_12_A.png	stim_5_A.png
289.5	2.5637254	36	8	Delay	NonPred	3	2	6	0.5637254	stim_2_A.png	stim_3_A.png
294	2.000348631	37	8	Delay	NonPred	3	1	5	0.000348631	stim_2_A.png	stim_7_A.png
298.5	3.124247	38	8	Delay	NonPred	3	2	6	1.124247	stim_2_A.png	stim_3_A.png
303	2.5118262	39	8	Delay	NonPred	3	1	5	0.5118262	stim_2_A.png	stim_7_A.png
307.5	2.000251242	40	8	Delay	NonPred	3	2	6	0.000251242	stim_2_A.png	stim_3_A.png
