onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.319293	1	1	Delay	Pred	1	2	2	0.319293	stim_7_A.png	stim_11_A.png
10.5	2.411165	2	1	Delay	Pred	1	1	1	0.411165	stim_7_A.png	stim_2_A.png
15	2.511017	3	1	Delay	Pred	2	2	3	0.511017	stim_9_A.png	stim_8_A.png
19.5	2.4424113	4	1	Delay	Pred	2	2	4	0.4424113	stim_9_A.png	stim_3_A.png
24	2.3194784	5	1	Delay	Pred	2	1	3	0.3194784	stim_9_A.png	stim_8_A.png
46.5	2.3163451	6	2	Delay	NonPred	4	2	8	0.3163451	stim_12_A.png	stim_10_A.png
51	2.5	7	2	Delay	NonPred	4	0	0	n/a	stim_12_A.png	n/a
55.5	2.5078966	8	2	Delay	NonPred	4	1	8	0.5078966	stim_12_A.png	stim_10_A.png
60	3.048474	9	2	Delay	NonPred	3	1	6	1.048474	stim_4_A.png	stim_5_A.png
64.5	2.7230849	10	2	Delay	NonPred	3	2	6	0.7230849	stim_4_A.png	stim_5_A.png
87	2.2637097	11	3	Delay	Pred	1	2	2	0.2637097	stim_7_A.png	stim_11_A.png
91.5	2.188069	12	3	Delay	Pred	1	2	2	0.188069	stim_7_A.png	stim_11_A.png
96	2.6710227	13	3	Delay	Pred	2	1	3	0.6710227	stim_9_A.png	stim_8_A.png
100.5	2.4039013	14	3	Delay	Pred	1	1	1	0.4039013	stim_7_A.png	stim_2_A.png
105	2.4004442	15	3	Delay	Pred	2	2	4	0.4004442	stim_9_A.png	stim_3_A.png
127.5	2.06796797	16	4	Delay	NonPred	3	2	5	0.06796797	stim_4_A.png	stim_1_A.png
132	2.2883724	17	4	Delay	NonPred	3	1	5	0.2883724	stim_4_A.png	stim_1_A.png
136.5	2.3803225	18	4	Delay	NonPred	4	2	7	0.3803225	stim_12_A.png	stim_6_A.png
141	2.4159188	19	4	Delay	NonPred	4	1	7	0.4159188	stim_12_A.png	stim_6_A.png
145.5	2.3892338	20	4	Delay	NonPred	3	2	5	0.3892338	stim_4_A.png	stim_1_A.png
168	2.3847687	21	5	Delay	Pred	2	1	3	0.3847687	stim_9_A.png	stim_8_A.png
172.5	2.001090516	22	5	Delay	Pred	2	2	4	0.001090516	stim_9_A.png	stim_3_A.png
177	2.457667	23	5	Delay	Pred	1	1	1	0.457667	stim_7_A.png	stim_2_A.png
181.5	2.3897833	24	5	Delay	Pred	2	2	4	0.3897833	stim_9_A.png	stim_3_A.png
186	2.2175635	25	5	Delay	Pred	2	2	4	0.2175635	stim_9_A.png	stim_3_A.png
208.5	2.4852015	26	6	Delay	NonPred	3	1	5	0.4852015	stim_4_A.png	stim_1_A.png
213	2.1050512	27	6	Delay	NonPred	4	1	8	0.1050512	stim_12_A.png	stim_10_A.png
217.5	2.3415411	28	6	Delay	NonPred	3	1	6	0.3415411	stim_4_A.png	stim_5_A.png
222	2.4344747	29	6	Delay	NonPred	4	2	7	0.4344747	stim_12_A.png	stim_6_A.png
226.5	2.3099199	30	6	Delay	NonPred	4	2	8	0.3099199	stim_12_A.png	stim_10_A.png
249	2.473653	31	7	Delay	Pred	2	1	3	0.473653	stim_9_A.png	stim_8_A.png
253.5	2.5892084	32	7	Delay	Pred	1	1	1	0.5892084	stim_7_A.png	stim_2_A.png
258	2.4907926	33	7	Delay	Pred	1	1	1	0.4907926	stim_7_A.png	stim_2_A.png
262.5	2.5346269	34	7	Delay	Pred	1	2	2	0.5346269	stim_7_A.png	stim_11_A.png
267	2.5	35	7	Delay	Pred	1	0	0	n/a	stim_7_A.png	n/a
289.5	2.334471	36	8	Delay	NonPred	4	2	7	0.334471	stim_12_A.png	stim_6_A.png
294	2.3941204	37	8	Delay	NonPred	3	1	6	0.3941204	stim_4_A.png	stim_5_A.png
298.5	2.4315014	38	8	Delay	NonPred	3	1	5	0.4315014	stim_4_A.png	stim_1_A.png
303	3.107361	39	8	Delay	NonPred	3	2	6	1.107361	stim_4_A.png	stim_5_A.png
307.5	2.8869126	40	8	Delay	NonPred	4	1	8	0.8869126	stim_12_A.png	stim_10_A.png
