onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.3305158	1	1	NoDelay	Pred	6	1	11	0.3305158	stim_7_B.png	stim_8_B.png
10.5	2.4468293	2	1	NoDelay	Pred	5	1	9	0.4468293	stim_5_B.png	stim_4_B.png
15	2.1628421	3	1	NoDelay	Pred	6	2	12	0.1628421	stim_7_B.png	stim_12_B.png
19.5	2.2786711	4	1	NoDelay	Pred	5	2	10	0.2786711	stim_5_B.png	stim_2_B.png
24	2.001762427	5	1	NoDelay	Pred	6	1	11	0.001762427	stim_7_B.png	stim_8_B.png
46.5	2.3499365	6	2	NoDelay	NonPred	7	2	14	0.3499365	stim_10_B.png	stim_11_B.png
51	2.2912722	7	2	NoDelay	NonPred	7	1	13	0.2912722	stim_10_B.png	stim_9_B.png
55.5	2.08800792	8	2	NoDelay	NonPred	7	2	14	0.08800792	stim_10_B.png	stim_11_B.png
60	2.1474087	9	2	NoDelay	NonPred	8	1	15	0.1474087	stim_6_B.png	stim_1_B.png
64.5	2.002105932	10	2	NoDelay	NonPred	7	2	13	0.002105932	stim_10_B.png	stim_9_B.png
87	2.3315205	11	3	NoDelay	Pred	5	1	9	0.3315205	stim_5_B.png	stim_4_B.png
91.5	2.2794873	12	3	NoDelay	Pred	5	2	9	0.2794873	stim_5_B.png	stim_4_B.png
96	2.2520438	13	3	NoDelay	Pred	6	1	11	0.2520438	stim_7_B.png	stim_8_B.png
100.5	2.1673817	14	3	NoDelay	Pred	6	2	12	0.1673817	stim_7_B.png	stim_12_B.png
105	2.1225457	15	3	NoDelay	Pred	5	1	9	0.1225457	stim_5_B.png	stim_4_B.png
127.5	2.3608216	16	4	NoDelay	NonPred	8	2	15	0.3608216	stim_6_B.png	stim_1_B.png
132	2.3864554	17	4	NoDelay	NonPred	7	2	13	0.3864554	stim_10_B.png	stim_9_B.png
136.5	2.2702464	18	4	NoDelay	NonPred	7	1	14	0.2702464	stim_10_B.png	stim_11_B.png
141	2.322006	19	4	NoDelay	NonPred	8	1	15	0.322006	stim_6_B.png	stim_1_B.png
145.5	2.3123602	20	4	NoDelay	NonPred	7	1	14	0.3123602	stim_10_B.png	stim_11_B.png
168	2.6434044	21	5	NoDelay	Pred	6	2	12	0.6434044	stim_7_B.png	stim_12_B.png
172.5	2.2638385	22	5	NoDelay	Pred	5	1	9	0.2638385	stim_5_B.png	stim_4_B.png
177	2.06626084	23	5	NoDelay	Pred	5	2	10	0.06626084	stim_5_B.png	stim_2_B.png
181.5	2.001832557	24	5	NoDelay	Pred	6	1	11	0.001832557	stim_7_B.png	stim_8_B.png
186	2.2583141	25	5	NoDelay	Pred	6	2	12	0.2583141	stim_7_B.png	stim_12_B.png
208.5	2.2559475	26	6	NoDelay	NonPred	7	1	14	0.2559475	stim_10_B.png	stim_11_B.png
213	2.330743	27	6	NoDelay	NonPred	7	1	13	0.330743	stim_10_B.png	stim_9_B.png
217.5	2.1440582	28	6	NoDelay	NonPred	8	2	16	0.1440582	stim_6_B.png	stim_3_B.png
222	2.4354949	29	6	NoDelay	NonPred	8	2	16	0.4354949	stim_6_B.png	stim_3_B.png
226.5	2.9517742	30	6	NoDelay	NonPred	7	2	13	0.9517742	stim_10_B.png	stim_9_B.png
249	2.5626296	31	7	NoDelay	Pred	6	1	11	0.5626296	stim_7_B.png	stim_8_B.png
253.5	2.5604641	32	7	NoDelay	Pred	5	1	9	0.5604641	stim_5_B.png	stim_4_B.png
258	2.3634655	33	7	NoDelay	Pred	5	2	10	0.3634655	stim_5_B.png	stim_2_B.png
262.5	2.4229389	34	7	NoDelay	Pred	5	2	10	0.4229389	stim_5_B.png	stim_2_B.png
267	2.124341	35	7	NoDelay	Pred	6	1	11	0.124341	stim_7_B.png	stim_8_B.png
289.5	2.3041599	36	8	NoDelay	NonPred	8	1	15	0.3041599	stim_6_B.png	stim_1_B.png
294	2.2998211	37	8	NoDelay	NonPred	8	2	16	0.2998211	stim_6_B.png	stim_3_B.png
298.5	2.287224	38	8	NoDelay	NonPred	8	1	16	0.287224	stim_6_B.png	stim_3_B.png
303	2.16467	39	8	NoDelay	NonPred	8	2	16	0.16467	stim_6_B.png	stim_3_B.png
307.5	2.2632733	40	8	NoDelay	NonPred	8	1	15	0.2632733	stim_6_B.png	stim_1_B.png
