onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.2962515	1	1	NoDelay	Pred	5	2	10	0.2962515	stim_2_B.png	stim_3_B.png
10.5	2.4120619	2	1	NoDelay	Pred	6	2	12	0.4120619	stim_1_B.png	stim_8_B.png
15	2.2090698	3	1	NoDelay	Pred	6	1	11	0.2090698	stim_1_B.png	stim_7_B.png
19.5	2.5073692	4	1	NoDelay	Pred	6	2	12	0.5073692	stim_1_B.png	stim_8_B.png
24	2.8323462	5	1	NoDelay	Pred	5	1	9	0.8323462	stim_2_B.png	stim_4_B.png
46.5	2.7226765	6	2	NoDelay	NonPred	8	1	16	0.7226765	stim_6_B.png	stim_9_B.png
51	2.2484664	7	2	NoDelay	NonPred	8	2	15	0.2484664	stim_6_B.png	stim_10_B.png
55.5	2.1237189	8	2	NoDelay	NonPred	8	2	15	0.1237189	stim_6_B.png	stim_10_B.png
60	3.441934	9	2	NoDelay	NonPred	7	1	13	1.441934	stim_12_B.png	stim_5_B.png
64.5	2.132896	10	2	NoDelay	NonPred	7	1	13	0.132896	stim_12_B.png	stim_5_B.png
87	2.1525021	11	3	NoDelay	Pred	6	2	11	0.1525021	stim_1_B.png	stim_7_B.png
91.5	3.116939	12	3	NoDelay	Pred	5	2	10	1.116939	stim_2_B.png	stim_3_B.png
96	2.000782296	13	3	NoDelay	Pred	5	1	9	0.000782296	stim_2_B.png	stim_4_B.png
100.5	2.01700089	14	3	NoDelay	Pred	5	2	10	0.01700089	stim_2_B.png	stim_3_B.png
105	2.03294536	15	3	NoDelay	Pred	6	1	11	0.03294536	stim_1_B.png	stim_7_B.png
127.5	2.3408344	16	4	NoDelay	NonPred	8	2	16	0.3408344	stim_6_B.png	stim_9_B.png
132	2.2582758	17	4	NoDelay	NonPred	8	2	16	0.2582758	stim_6_B.png	stim_9_B.png
136.5	2.3739868	18	4	NoDelay	NonPred	7	1	14	0.3739868	stim_12_B.png	stim_11_B.png
141	2.6645213	19	4	NoDelay	NonPred	8	2	15	0.6645213	stim_6_B.png	stim_10_B.png
145.5	2.6228412	20	4	NoDelay	NonPred	7	1	13	0.6228412	stim_12_B.png	stim_5_B.png
168	2.1703739	21	5	NoDelay	Pred	6	1	11	0.1703739	stim_1_B.png	stim_7_B.png
172.5	2.246314	22	5	NoDelay	Pred	5	2	10	0.246314	stim_2_B.png	stim_3_B.png
177	2.3380873	23	5	NoDelay	Pred	5	1	9	0.3380873	stim_2_B.png	stim_4_B.png
181.5	2.3499233	24	5	NoDelay	Pred	5	2	10	0.3499233	stim_2_B.png	stim_3_B.png
186	2.09795487	25	5	NoDelay	Pred	6	1	11	0.09795487	stim_1_B.png	stim_7_B.png
208.5	2.2628748	26	6	NoDelay	NonPred	8	2	15	0.2628748	stim_6_B.png	stim_10_B.png
213	2.2988464	27	6	NoDelay	NonPred	7	1	13	0.2988464	stim_12_B.png	stim_5_B.png
217.5	2.3101522	28	6	NoDelay	NonPred	7	2	14	0.3101522	stim_12_B.png	stim_11_B.png
222	2.01680974	29	6	NoDelay	NonPred	7	2	13	0.01680974	stim_12_B.png	stim_5_B.png
226.5	2.4459917	30	6	NoDelay	NonPred	8	1	16	0.4459917	stim_6_B.png	stim_9_B.png
249	2.000733884	31	7	NoDelay	Pred	6	2	12	0.000733884	stim_1_B.png	stim_8_B.png
253.5	2.01694501	32	7	NoDelay	Pred	5	1	9	0.01694501	stim_2_B.png	stim_4_B.png
258	2.01685659	33	7	NoDelay	Pred	6	2	12	0.01685659	stim_1_B.png	stim_8_B.png
262.5	2.423884	34	7	NoDelay	Pred	5	1	9	0.423884	stim_2_B.png	stim_4_B.png
267	2.3400114	35	7	NoDelay	Pred	6	2	12	0.3400114	stim_1_B.png	stim_8_B.png
289.5	2.3201366	36	8	NoDelay	NonPred	7	2	14	0.3201366	stim_12_B.png	stim_11_B.png
294	2.3308416	37	8	NoDelay	NonPred	8	1	16	0.3308416	stim_6_B.png	stim_9_B.png
298.5	2.591126	38	8	NoDelay	NonPred	8	2	16	0.591126	stim_6_B.png	stim_9_B.png
303	2.435553	39	8	NoDelay	NonPred	7	1	14	0.435553	stim_12_B.png	stim_11_B.png
307.5	2.01685885	40	8	NoDelay	NonPred	7	2	13	0.01685885	stim_12_B.png	stim_5_B.png
