onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT	CueFile	OutcomeFile
6	2.516695	1	1	NoDelay	NonPred	7	2	14	0.516695	stim_9_A.png	stim_2_A.png
10.5	2.3776524	2	1	NoDelay	NonPred	8	1	15	0.3776524	stim_1_A.png	stim_12_A.png
15	2.34144	3	1	NoDelay	NonPred	7	2	14	0.34144	stim_9_A.png	stim_2_A.png
19.5	2.4577385	4	1	NoDelay	NonPred	8	1	16	0.4577385	stim_1_A.png	stim_8_A.png
24	2.3249976	5	1	NoDelay	NonPred	8	2	16	0.3249976	stim_1_A.png	stim_8_A.png
46.5	2.3618599	6	2	NoDelay	Pred	6	1	11	0.3618599	stim_10_A.png	stim_7_A.png
51	2.3646466	7	2	NoDelay	Pred	5	2	10	0.3646466	stim_6_A.png	stim_3_A.png
55.5	2.3379508	8	2	NoDelay	Pred	6	1	11	0.3379508	stim_10_A.png	stim_7_A.png
60	2.3488847	9	2	NoDelay	Pred	5	2	10	0.3488847	stim_6_A.png	stim_3_A.png
64.5	2.3298311	10	2	NoDelay	Pred	6	1	11	0.3298311	stim_10_A.png	stim_7_A.png
87	2.4772786	11	3	NoDelay	NonPred	8	2	15	0.4772786	stim_1_A.png	stim_12_A.png
91.5	2.8498419	12	3	NoDelay	NonPred	7	2	13	0.8498419	stim_9_A.png	stim_11_A.png
96	2.3808031	13	3	NoDelay	NonPred	8	1	15	0.3808031	stim_1_A.png	stim_12_A.png
100.5	2.3782535	14	3	NoDelay	NonPred	8	2	16	0.3782535	stim_1_A.png	stim_8_A.png
105	2.3801548	15	3	NoDelay	NonPred	7	1	14	0.3801548	stim_9_A.png	stim_2_A.png
127.5	2.4251154	16	4	NoDelay	Pred	5	1	9	0.4251154	stim_6_A.png	stim_5_A.png
132	2.3483342	17	4	NoDelay	Pred	5	2	10	0.3483342	stim_6_A.png	stim_3_A.png
136.5	2.5216448	18	4	NoDelay	Pred	5	1	9	0.5216448	stim_6_A.png	stim_5_A.png
141	2.3404482	19	4	NoDelay	Pred	5	2	10	0.3404482	stim_6_A.png	stim_3_A.png
145.5	2.3696837	20	4	NoDelay	Pred	6	1	11	0.3696837	stim_10_A.png	stim_7_A.png
168	2.3335508	21	5	NoDelay	NonPred	7	2	14	0.3335508	stim_9_A.png	stim_2_A.png
172.5	2.313768	22	5	NoDelay	NonPred	8	1	15	0.313768	stim_1_A.png	stim_12_A.png
177	2.3659334	23	5	NoDelay	NonPred	7	2	13	0.3659334	stim_9_A.png	stim_11_A.png
181.5	2.3925271	24	5	NoDelay	NonPred	7	1	13	0.3925271	stim_9_A.png	stim_11_A.png
186	2.3661576	25	5	NoDelay	NonPred	8	2	16	0.3661576	stim_1_A.png	stim_8_A.png
208.5	2.3536664	26	6	NoDelay	Pred	5	1	10	0.3536664	stim_6_A.png	stim_3_A.png
213	2.3324904	27	6	NoDelay	Pred	5	2	10	0.3324904	stim_6_A.png	stim_3_A.png
217.5	2.3930018	28	6	NoDelay	Pred	6	1	11	0.3930018	stim_10_A.png	stim_7_A.png
222	2.5247447	29	6	NoDelay	Pred	5	2	10	0.5247447	stim_6_A.png	stim_3_A.png
226.5	2.320294	30	6	NoDelay	Pred	5	1	9	0.320294	stim_6_A.png	stim_5_A.png
249	2.4297544	31	7	NoDelay	NonPred	7	2	13	0.4297544	stim_9_A.png	stim_11_A.png
253.5	2.3855229	32	7	NoDelay	NonPred	8	1	15	0.3855229	stim_1_A.png	stim_12_A.png
258	2.3490161	33	7	NoDelay	NonPred	8	2	16	0.3490161	stim_1_A.png	stim_8_A.png
262.5	2.3050129	34	7	NoDelay	NonPred	7	1	14	0.3050129	stim_9_A.png	stim_2_A.png
267	2.5575323	35	7	NoDelay	NonPred	7	2	13	0.5575323	stim_9_A.png	stim_11_A.png
289.5	2.5532845	36	8	NoDelay	Pred	6	1	11	0.5532845	stim_10_A.png	stim_7_A.png
294	2.365954	37	8	NoDelay	Pred	6	2	12	0.365954	stim_10_A.png	stim_4_A.png
298.5	2.4101686	38	8	NoDelay	Pred	6	1	11	0.4101686	stim_10_A.png	stim_7_A.png
303	2.3167952	39	8	NoDelay	Pred	6	2	12	0.3167952	stim_10_A.png	stim_4_A.png
307.5	2.3057984	40	8	NoDelay	Pred	6	1	11	0.3057984	stim_10_A.png	stim_7_A.png
